Protein Name,DFR_Weights,DFR_Ranked_Weights,pDP_values,Sequence_Length
HXA10,31,4,0.7845,
HXA10,31,4,0.7203,
HXA10,31,4,0.6444,
HXA11,30,27,0.898,
HXA11,30,27,0.8955,
HXA11,30,27,0.8953,
HXA11,30,27,0.8897,
HXA11,30,27,0.8668,
HXA11,30,27,0.825,
HXA11,30,27,0.8027,
HXA11,30,27,0.7629,
HXA11,30,27,0.7378,
HXA11,30,27,0.6999,
HXA11,30,27,0.6545,
HXA11,30,27,0.6081,
HXA11,30,27,0.6107,
HXA11,30,27,0.6059,
HXA11,30,27,0.6818,
HXA11,30,27,0.7306,
HXA11,30,27,0.7615,
HXA11,30,27,0.7659,
HXA11,30,27,0.7843,
HXA11,30,27,0.7819,
HXA11,30,27,0.7969,
HXA11,30,27,0.7927,
HXA11,30,27,0.7965,
HXA11,30,27,0.7752,
HXA11,30,27,0.7972,
HXA11,30,27,0.7971,
HXA11,30,27,0.8062,
HXA11,30,27,0.8288,
HXA11,30,27,0.824,
HXA11,30,27,0.7936,
HXA11,30,27,0.7797,
HXA11,30,27,0.7452,
HXA11,30,27,0.7014,
HXA11,30,27,0.6708,
HXA11,30,27,0.6513,
HXA11,30,27,0.6459,
HXA11,30,27,0.6307,
HXA11,30,27,0.6241,
HXA11,30,27,0.6321,
HXA11,30,27,0.6709,
HXA11,30,27,0.6464,
HXA11,30,27,0.6974,
HXA11,30,27,0.7202,
HXA11,30,27,0.696,
HXA11,30,27,0.6937,
HXA11,30,27,0.7192,
HXA11,30,27,0.7521,
HXA11,30,27,0.7391,
HXA11,30,27,0.7357,
HXA11,30,27,0.7218,
HXA11,30,27,0.713,
HXA11,30,27,0.7073,
HXA11,30,27,0.6796,
HXA11,30,27,0.6303,
HXA11,30,27,0.6131,
HXA11,30,27,0.6476,
HXA11,30,27,0.7835,
HXA11,30,27,0.8688,
HXA11,30,27,0.9156,
HXA11,30,27,0.9368,
HXA11,30,27,0.9492,
HXA11,30,27,0.9589,
HXA11,30,27,0.964,
HXA11,30,27,0.9668,
HXA11,30,27,0.9689,
HXA11,30,27,0.9695,
HXA11,30,27,0.9706,
HXA11,30,27,0.9693,
HXA11,30,27,0.9702,
HXA11,30,27,0.9702,
HXA11,30,27,0.9724,
HXA11,30,27,0.9736,
HXA11,30,27,0.9764,
HXA11,30,27,0.9766,
HXA11,30,27,0.9757,
HXA11,30,27,0.9762,
HXA11,30,27,0.976,
HXA11,30,27,0.9758,
HXA11,30,27,0.975,
HXA11,30,27,0.9744,
HXA11,30,27,0.9732,
HXA11,30,27,0.9708,
HXA11,30,27,0.9687,
HXA11,30,27,0.9634,
HXA11,30,27,0.957,
HXA11,30,27,0.948,
HXA11,30,27,0.9412,
HXA11,30,27,0.941,
HXA11,30,27,0.9411,
HXA11,30,27,0.9404,
HXA11,30,27,0.9417,
HXA11,30,27,0.947,
HXA11,30,27,0.9545,
HXA11,30,27,0.9637,
HXA11,30,27,0.9723,
HXA11,30,27,0.9775,
HXA11,30,27,0.9805,
HXA11,30,27,0.9825,
HXA11,30,27,0.9833,
HXA11,30,27,0.9836,
HXA11,30,27,0.9838,
HXA11,30,27,0.9838,
HXA11,30,27,0.9838,
HXA11,30,27,0.9831,
HXA11,30,27,0.9821,
HXA11,30,27,0.9816,
HXA11,30,27,0.9815,
HXA11,30,27,0.9812,
HXA11,30,27,0.9806,
HXA11,30,27,0.9807,
HXA11,30,27,0.9818,
HXA11,30,27,0.9822,
HXA11,30,27,0.9828,
HXA11,30,27,0.9834,
HXA11,30,27,0.9829,
HXA11,30,27,0.9826,
HXA11,30,27,0.9829,
HXA11,30,27,0.9821,
HXA11,30,27,0.9816,
HXA11,30,27,0.981,
HXA11,30,27,0.9809,
HXA11,30,27,0.9803,
HXA11,30,27,0.9786,
HXA11,30,27,0.9768,
HXA11,30,27,0.9755,
HXA11,30,27,0.9753,
HXA11,30,27,0.9774,
HXA11,30,27,0.9808,
HXA11,30,27,0.9809,
HXA11,30,27,0.9816,
HXA11,30,27,0.9825,
HXA11,30,27,0.9824,
HXA11,30,27,0.9828,
HXA11,30,27,0.9829,
HXA11,30,27,0.9831,
HXA11,30,27,0.9835,
HXA11,30,27,0.9836,
HXA11,30,27,0.9839,
HXA11,30,27,0.9841,
HXA11,30,27,0.9841,
HXA11,30,27,0.984,
HXA11,30,27,0.9839,
HXA11,30,27,0.9837,
HXA11,30,27,0.9832,
HXA11,30,27,0.9831,
HXA11,30,27,0.983,
HXA11,30,27,0.9827,
HXA11,30,27,0.9824,
HXA11,30,27,0.9822,
HXA11,30,27,0.982,
HXA11,30,27,0.9813,
HXA11,30,27,0.9804,
HXA11,30,27,0.9793,
HXA11,30,27,0.9735,
HXA11,30,27,0.9534,
HXA11,30,27,0.9365,
HXA11,30,27,0.9208,
HXA11,30,27,0.9085,
HXA11,30,27,0.884,
HXA11,30,27,0.8542,
HXA11,30,27,0.8105,
HXA11,30,27,0.78,
HXA11,30,27,0.7266,
HXA11,30,27,0.7075,
HXA11,30,27,0.677,
HXA11,30,27,0.6393,
HXA11,30,27,0.6009,
HXA11,30,27,0.6372,
HXA11,30,27,0.7432,
HXA11,30,27,0.8357,
HXA11,30,27,0.8532,
HXA11,30,27,0.8829,
HXA13,29,18,0.9242,
HXA13,29,18,0.9096,
HXA13,29,18,0.9022,
HXA13,29,18,0.854,
HXA13,29,18,0.7848,
HXA13,29,18,0.6488,
HXA13,29,18,0.695,
HXA13,29,18,0.8196,
HXA13,29,18,0.8813,
HXA13,29,18,0.9266,
HXA13,29,18,0.9497,
HXA13,29,18,0.9552,
HXA13,29,18,0.9308,
HXA13,29,18,0.8765,
HXA13,29,18,0.8262,
HXA13,29,18,0.7063,
HXA13,29,18,0.6649,
HXA13,29,18,0.6443,
HXA13,29,18,0.6769,
HXA13,29,18,0.7305,
HXA13,29,18,0.7333,
HXA13,29,18,0.7556,
HXA13,29,18,0.7309,
HXA13,29,18,0.7378,
HXA13,29,18,0.7264,
HXA13,29,18,0.7153,
HXA13,29,18,0.6627,
HXA13,29,18,0.607,
HXA13,29,18,0.6641,
HXA13,29,18,0.7437,
HXA13,29,18,0.8031,
HXA13,29,18,0.8483,
HXA13,29,18,0.8695,
HXA13,29,18,0.9031,
HXA13,29,18,0.9266,
HXA13,29,18,0.9482,
HXA13,29,18,0.9569,
HXA13,29,18,0.9646,
HXA13,29,18,0.9654,
HXA13,29,18,0.9632,
HXA13,29,18,0.9632,
HXA13,29,18,0.9627,
HXA13,29,18,0.9612,
HXA13,29,18,0.9605,
HXA13,29,18,0.9599,
HXA13,29,18,0.961,
HXA13,29,18,0.9576,
HXA13,29,18,0.9538,
HXA13,29,18,0.9511,
HXA13,29,18,0.9422,
HXA13,29,18,0.9317,
HXA13,29,18,0.9126,
HXA13,29,18,0.8918,
HXA13,29,18,0.8753,
HXA13,29,18,0.8012,
HXA13,29,18,0.6287,
HXA13,29,18,0.6071,
HXA13,29,18,0.6446,
HXA13,29,18,0.6951,
HXA13,29,18,0.7505,
HXA13,29,18,0.8347,
HXA13,29,18,0.919,
HXA13,29,18,0.9551,
HXA13,29,18,0.9707,
HXA13,29,18,0.9775,
HXA13,29,18,0.9794,
HXA13,29,18,0.9802,
HXA13,29,18,0.9802,
HXA13,29,18,0.98,
HXA13,29,18,0.9806,
HXA13,29,18,0.9808,
HXA13,29,18,0.9817,
HXA13,29,18,0.9826,
HXA13,29,18,0.9825,
HXA13,29,18,0.981,
HXA13,29,18,0.9784,
HXA13,29,18,0.9737,
HXA13,29,18,0.9647,
HXA13,29,18,0.9429,
HXA13,29,18,0.9035,
HXA13,29,18,0.8501,
HXA13,29,18,0.7916,
HXA13,29,18,0.7585,
HXA13,29,18,0.761,
HXA13,29,18,0.7569,
HXA13,29,18,0.7611,
HXA13,29,18,0.7712,
HXA13,29,18,0.8012,
HXA13,29,18,0.8489,
HXA13,29,18,0.8811,
HXA13,29,18,0.9167,
HXA13,29,18,0.9414,
HXA13,29,18,0.9539,
HXA13,29,18,0.9631,
HXA13,29,18,0.9682,
HXA13,29,18,0.9672,
HXA13,29,18,0.9593,
HXA13,29,18,0.9462,
HXA13,29,18,0.9323,
HXA13,29,18,0.9208,
HXA13,29,18,0.909,
HXA13,29,18,0.8838,
HXA13,29,18,0.8591,
HXA13,29,18,0.8391,
HXA13,29,18,0.8224,
HXA13,29,18,0.8399,
HXA13,29,18,0.8352,
HXA13,29,18,0.8275,
HXA13,29,18,0.8142,
HXA13,29,18,0.8416,
HXA13,29,18,0.8478,
HXA13,29,18,0.8609,
HXA13,29,18,0.8797,
HXA13,29,18,0.8782,
HXA13,29,18,0.8701,
HXA13,29,18,0.8671,
HXA13,29,18,0.8518,
HXA13,29,18,0.841,
HXA13,29,18,0.8168,
HXA13,29,18,0.783,
HXA13,29,18,0.7244,
HXA13,29,18,0.6436,
HXA13,29,18,0.6029,
HXA13,29,18,0.6281,
HXA13,29,18,0.6068,
HXA13,29,18,0.6565,
HXA13,29,18,0.7059,
HXA13,29,18,0.758,
HXA13,29,18,0.7946,
HXA13,29,18,0.8519,
HXA13,29,18,0.8764,
HXA13,29,18,0.8916,
HXA13,29,18,0.9008,
HXA13,29,18,0.9018,
HXA13,29,18,0.8931,
HXA13,29,18,0.9049,
HXA13,29,18,0.9002,
HXA13,29,18,0.9122,
HXA13,29,18,0.9326,
HXA13,29,18,0.938,
HXA13,29,18,0.9358,
HXA13,29,18,0.9331,
HXA13,29,18,0.9238,
HXA13,29,18,0.9203,
HXA13,29,18,0.9189,
HXA13,29,18,0.9263,
HXA13,29,18,0.9345,
HXA13,29,18,0.943,
HXA13,29,18,0.9566,
HXA13,29,18,0.9668,
HXA13,29,18,0.9726,
HXA13,29,18,0.9749,
HXA13,29,18,0.9783,
HXA13,29,18,0.98,
HXA13,29,18,0.9801,
HXA13,29,18,0.9796,
HXA13,29,18,0.9789,
HXA13,29,18,0.9763,
HXA13,29,18,0.9748,
HXA13,29,18,0.9712,
HXA13,29,18,0.9638,
HXA13,29,18,0.9556,
HXA13,29,18,0.9463,
HXA13,29,18,0.9387,
HXA13,29,18,0.928,
HXA13,29,18,0.9144,
HXA13,29,18,0.8909,
HXA13,29,18,0.8526,
HXA13,29,18,0.773,
HXA13,29,18,0.7023,
HXA13,29,18,0.6316,
HXA13,29,18,0.6237,
HXA13,29,18,0.652,
HXA13,29,18,0.6669,
HXA13,29,18,0.6921,
HXA13,29,18,0.7265,
HXA13,29,18,0.7067,
HXA13,29,18,0.6956,
HXA13,29,18,0.6802,
HXA13,29,18,0.6665,
HXA13,29,18,0.6463,
HXA13,29,18,0.6601,
HXA13,29,18,0.6787,
HXA13,29,18,0.7375,
HXA13,29,18,0.7851,
HXA13,29,18,0.8158,
HXA13,29,18,0.8417,
HXA13,29,18,0.8519,
HXA13,29,18,0.841,
HXA13,29,18,0.8317,
HXA13,29,18,0.8173,
HXA13,29,18,0.7863,
HXA13,29,18,0.7758,
HXA13,29,18,0.768,
HXA13,29,18,0.7398,
HXA13,29,18,0.7332,
HXA13,29,18,0.741,
HXA13,29,18,0.7783,
HXA13,29,18,0.8244,
HXA13,29,18,0.8543,
HXA13,29,18,0.8727,
HXA13,29,18,0.8758,
HXA13,29,18,0.8941,
HXA13,29,18,0.914,
HXA13,29,18,0.9266,
HXA13,29,18,0.9456,
HXA13,29,18,0.9501,
HXA13,29,18,0.9514,
HXA13,29,18,0.9415,
HXA13,29,18,0.9282,
HXA13,29,18,0.9157,
HXA13,29,18,0.9083,
HXA13,29,18,0.895,
HXA13,29,18,0.8677,
HXA13,29,18,0.8368,
HXA13,29,18,0.8061,
HXA13,29,18,0.7589,
HXA13,29,18,0.7234,
HXA13,29,18,0.735,
HXA13,29,18,0.7064,
HXA13,29,18,0.6497,
HXA13,29,18,0.6621,
HXA13,29,18,0.7292,
HXA13,29,18,0.8192,
HXA13,29,18,0.8227,
HXA13,29,18,0.8243,
HXB1,28,5,0.8137,
HXB1,28,5,0.8082,
HXB1,28,5,0.8254,
HXB1,28,5,0.7986,
HXB1,28,5,0.7601,
HXB1,28,5,0.7318,
HXB1,28,5,0.6636,
HXB1,28,5,0.6068,
HXB1,28,5,0.7296,
HXB1,28,5,0.8442,
HXB1,28,5,0.8646,
HXB1,28,5,0.8689,
HXB1,28,5,0.8643,
HXB1,28,5,0.8471,
HXB1,28,5,0.8372,
HXB1,28,5,0.8284,
HXB1,28,5,0.8167,
HXB1,28,5,0.7888,
HXB1,28,5,0.7607,
HXB1,28,5,0.7409,
HXB1,28,5,0.7104,
HXB1,28,5,0.6971,
HXB1,28,5,0.6781,
HXB1,28,5,0.6742,
HXB1,28,5,0.6793,
HXB1,28,5,0.658,
HXB1,28,5,0.6514,
HXB1,28,5,0.6504,
HXB1,28,5,0.6344,
HXB1,28,5,0.6452,
HXB1,28,5,0.6599,
HXB1,28,5,0.6802,
HXB1,28,5,0.7219,
HXB1,28,5,0.7453,
HXB1,28,5,0.7509,
HXB1,28,5,0.7695,
HXB1,28,5,0.7808,
HXB1,28,5,0.7957,
HXB1,28,5,0.8269,
HXB1,28,5,0.8673,
HXB1,28,5,0.8827,
HXB1,28,5,0.9179,
HXB1,28,5,0.9045,
HXB1,28,5,0.9003,
HXB1,28,5,0.8962,
HXB1,28,5,0.883,
HXB1,28,5,0.8589,
HXB1,28,5,0.8553,
HXB1,28,5,0.8581,
HXB1,28,5,0.884,
HXB1,28,5,0.9165,
HXB1,28,5,0.9334,
HXB1,28,5,0.9362,
HXB1,28,5,0.9383,
HXB1,28,5,0.9383,
HXB1,28,5,0.9214,
HXB1,28,5,0.9241,
HXB1,28,5,0.9272,
HXB1,28,5,0.9325,
HXB1,28,5,0.9333,
HXB1,28,5,0.9297,
HXB1,28,5,0.9265,
HXB1,28,5,0.917,
HXB1,28,5,0.9099,
HXB1,28,5,0.9059,
HXB1,28,5,0.9046,
HXB1,28,5,0.9011,
HXB1,28,5,0.9114,
HXB1,28,5,0.9242,
HXB1,28,5,0.9252,
HXB1,28,5,0.9254,
HXB1,28,5,0.9166,
HXB1,28,5,0.896,
HXB1,28,5,0.8603,
HXB1,28,5,0.818,
HXB1,28,5,0.7248,
HXB1,28,5,0.6541,
HXB1,28,5,0.641,
HXB1,28,5,0.6398,
HXB1,28,5,0.696,
HXB1,28,5,0.7858,
HXB1,28,5,0.8168,
HXB1,28,5,0.8463,
HXB1,28,5,0.8711,
HXB1,28,5,0.8771,
HXB1,28,5,0.8735,
HXB1,28,5,0.8583,
HXB1,28,5,0.8653,
HXB1,28,5,0.8855,
HXB1,28,5,0.909,
HXB1,28,5,0.9185,
HXB1,28,5,0.9269,
HXB1,28,5,0.9271,
HXB1,28,5,0.9336,
HXB1,28,5,0.929,
HXB1,28,5,0.919,
HXB1,28,5,0.9074,
HXB1,28,5,0.89,
HXB1,28,5,0.8641,
HXB1,28,5,0.8528,
HXB1,28,5,0.8448,
HXB1,28,5,0.8711,
HXB1,28,5,0.8858,
HXB1,28,5,0.9158,
HXB1,28,5,0.9328,
HXB1,28,5,0.9461,
HXB1,28,5,0.9498,
HXB1,28,5,0.9507,
HXB1,28,5,0.9466,
HXB1,28,5,0.9457,
HXB1,28,5,0.9443,
HXB1,28,5,0.9477,
HXB1,28,5,0.9528,
HXB1,28,5,0.9576,
HXB1,28,5,0.9604,
HXB1,28,5,0.9617,
HXB1,28,5,0.9631,
HXB1,28,5,0.9667,
HXB1,28,5,0.9698,
HXB1,28,5,0.9698,
HXB1,28,5,0.97,
HXB1,28,5,0.9707,
HXB1,28,5,0.9697,
HXB1,28,5,0.9675,
HXB1,28,5,0.9628,
HXB1,28,5,0.9439,
HXB1,28,5,0.9298,
HXB1,28,5,0.91,
HXB1,28,5,0.859,
HXB1,28,5,0.8481,
HXB1,28,5,0.8402,
HXB1,28,5,0.8108,
HXB1,28,5,0.8246,
HXB1,28,5,0.8127,
HXB1,28,5,0.8141,
HXB1,28,5,0.7988,
HXB1,28,5,0.7729,
HXB1,28,5,0.7152,
HXB1,28,5,0.6818,
HXB1,28,5,0.643,
HXB1,28,5,0.6291,
HXB1,28,5,0.6727,
HXB1,28,5,0.7555,
HXB1,28,5,0.775,
HXB1,28,5,0.7881,
HXB1,28,5,0.795,
HXB1,28,5,0.7945,
HXB1,28,5,0.8211,
HXB1,28,5,0.8369,
HXB1,28,5,0.8364,
HXB1,28,5,0.8446,
HXB1,28,5,0.827,
HXB1,28,5,0.811,
HXB1,28,5,0.7717,
HXB1,28,5,0.6959,
HXB1,28,5,0.6575,
HXB1,28,5,0.725,
HXB1,28,5,0.7576,
HXB1,28,5,0.7787,
HXB1,28,5,0.8137,
HXB1,28,5,0.8256,
HXB1,28,5,0.8299,
HXB1,28,5,0.8255,
HXB1,28,5,0.8388,
HXB1,28,5,0.8474,
HXB1,28,5,0.8371,
HXB1,28,5,0.8453,
HXB1,28,5,0.8452,
HXB1,28,5,0.8512,
HXB1,28,5,0.8359,
HXB1,28,5,0.8252,
HXB1,28,5,0.8073,
HXB1,28,5,0.7751,
HXB1,28,5,0.7451,
HXB1,28,5,0.7006,
HXB1,28,5,0.655,
HXB1,28,5,0.6072,
HXB1,28,5,0.651,
HXB1,28,5,0.7051,
HXB1,28,5,0.7492,
HXB1,28,5,0.7995,
HXB1,28,5,0.821,
HXB1,28,5,0.8548,
HXB1,28,5,0.876,
HXB1,28,5,0.8953,
HXB1,28,5,0.9005,
HXB1,28,5,0.8894,
HXB1,28,5,0.8908,
HXB1,28,5,0.8844,
HXB1,28,5,0.8725,
HXB1,28,5,0.8603,
HXB1,28,5,0.8467,
HXB1,28,5,0.8485,
HXB1,28,5,0.8788,
HXB1,28,5,0.8929,
HXB1,28,5,0.9058,
HXB1,28,5,0.9217,
HXB1,28,5,0.9296,
HXB1,28,5,0.9337,
HXB1,28,5,0.9371,
HXB1,28,5,0.9429,
HXB1,28,5,0.9395,
HXB1,28,5,0.9327,
HXB1,28,5,0.918,
HXB1,28,5,0.9064,
HXB1,28,5,0.8923,
HXB1,28,5,0.8968,
HXB1,28,5,0.8985,
HXB1,28,5,0.9304,
HXB1,28,5,0.9534,
HXB1,28,5,0.9626,
HXB1,28,5,0.9705,
HXB1,28,5,0.973,
HXB1,28,5,0.9753,
HXB1,28,5,0.9776,
HXB1,28,5,0.9802,
HXB1,28,5,0.9813,
HXB1,28,5,0.9819,
HXB1,28,5,0.982,
HXB1,28,5,0.9788,
HXB2,27,35,0.6073,
HXB2,27,35,0.6249,
HXB2,27,35,0.6374,
HXB2,27,35,0.6752,
HXB2,27,35,0.689,
HXB2,27,35,0.746,
HXB2,27,35,0.7863,
HXB2,27,35,0.8277,
HXB2,27,35,0.8617,
HXB2,27,35,0.8928,
HXB2,27,35,0.9131,
HXB2,27,35,0.9252,
HXB2,27,35,0.9301,
HXB2,27,35,0.9288,
HXB2,27,35,0.9262,
HXB2,27,35,0.9214,
HXB2,27,35,0.9018,
HXB2,27,35,0.8826,
HXB2,27,35,0.8722,
HXB2,27,35,0.8603,
HXB2,27,35,0.8491,
HXB2,27,35,0.8471,
HXB2,27,35,0.8489,
HXB2,27,35,0.8765,
HXB2,27,35,0.8982,
HXB2,27,35,0.9152,
HXB2,27,35,0.9346,
HXB2,27,35,0.9421,
HXB2,27,35,0.9496,
HXB2,27,35,0.9549,
HXB2,27,35,0.959,
HXB2,27,35,0.9608,
HXB2,27,35,0.96,
HXB2,27,35,0.9593,
HXB2,27,35,0.9593,
HXB2,27,35,0.9552,
HXB2,27,35,0.9524,
HXB2,27,35,0.9446,
HXB2,27,35,0.9415,
HXB2,27,35,0.9349,
HXB2,27,35,0.9343,
HXB2,27,35,0.9367,
HXB2,27,35,0.9404,
HXB2,27,35,0.9483,
HXB2,27,35,0.9581,
HXB2,27,35,0.9621,
HXB2,27,35,0.9655,
HXB2,27,35,0.9658,
HXB2,27,35,0.9646,
HXB2,27,35,0.9637,
HXB2,27,35,0.9629,
HXB2,27,35,0.9625,
HXB2,27,35,0.9628,
HXB2,27,35,0.9635,
HXB2,27,35,0.9644,
HXB2,27,35,0.9674,
HXB2,27,35,0.9697,
HXB2,27,35,0.9713,
HXB2,27,35,0.9732,
HXB2,27,35,0.9733,
HXB2,27,35,0.9732,
HXB2,27,35,0.9739,
HXB2,27,35,0.9738,
HXB2,27,35,0.9725,
HXB2,27,35,0.9724,
HXB2,27,35,0.9716,
HXB2,27,35,0.9697,
HXB2,27,35,0.9684,
HXB2,27,35,0.9654,
HXB2,27,35,0.9633,
HXB2,27,35,0.9612,
HXB2,27,35,0.9626,
HXB2,27,35,0.9646,
HXB2,27,35,0.9688,
HXB2,27,35,0.9742,
HXB2,27,35,0.9769,
HXB2,27,35,0.9795,
HXB2,27,35,0.9806,
HXB2,27,35,0.9818,
HXB2,27,35,0.9831,
HXB2,27,35,0.983,
HXB2,27,35,0.984,
HXB2,27,35,0.9836,
HXB2,27,35,0.9834,
HXB2,27,35,0.9832,
HXB2,27,35,0.9826,
HXB2,27,35,0.9831,
HXB2,27,35,0.9827,
HXB2,27,35,0.9829,
HXB2,27,35,0.9825,
HXB2,27,35,0.9811,
HXB2,27,35,0.9813,
HXB2,27,35,0.981,
HXB2,27,35,0.9812,
HXB2,27,35,0.9813,
HXB2,27,35,0.9812,
HXB2,27,35,0.9821,
HXB2,27,35,0.982,
HXB2,27,35,0.9826,
HXB2,27,35,0.9824,
HXB2,27,35,0.9821,
HXB2,27,35,0.9824,
HXB2,27,35,0.9816,
HXB2,27,35,0.9809,
HXB2,27,35,0.9798,
HXB2,27,35,0.9792,
HXB2,27,35,0.9774,
HXB2,27,35,0.976,
HXB2,27,35,0.9762,
HXB2,27,35,0.9733,
HXB2,27,35,0.9695,
HXB2,27,35,0.9545,
HXB2,27,35,0.9277,
HXB2,27,35,0.887,
HXB2,27,35,0.8412,
HXB2,27,35,0.7773,
HXB2,27,35,0.7488,
HXB2,27,35,0.7464,
HXB2,27,35,0.7248,
HXB2,27,35,0.7105,
HXB2,27,35,0.6867,
HXB2,27,35,0.6466,
HXB2,27,35,0.6109,
HXB2,27,35,0.6078,
HXB2,27,35,0.6621,
HXB2,27,35,0.6773,
HXB2,27,35,0.6873,
HXB2,27,35,0.6861,
HXB2,27,35,0.655,
HXB2,27,35,0.6153,
HXB2,27,35,0.6864,
HXB2,27,35,0.7203,
HXB2,27,35,0.7675,
HXB2,27,35,0.802,
HXB2,27,35,0.8254,
HXB2,27,35,0.853,
HXB2,27,35,0.8792,
HXB2,27,35,0.8981,
HXB2,27,35,0.9152,
HXB2,27,35,0.9231,
HXB2,27,35,0.9337,
HXB2,27,35,0.9519,
HXB2,27,35,0.9671,
HXB2,27,35,0.9669,
HXB2,27,35,0.966,
HXB2,27,35,0.9646,
HXB2,27,35,0.9465,
HXB2,27,35,0.9329,
HXB2,27,35,0.9271,
HXB2,27,35,0.9132,
HXB2,27,35,0.8998,
HXB2,27,35,0.871,
HXB2,27,35,0.8605,
HXB2,27,35,0.8537,
HXB2,27,35,0.8185,
HXB2,27,35,0.7551,
HXB2,27,35,0.7309,
HXB2,27,35,0.7088,
HXB2,27,35,0.6757,
HXB2,27,35,0.6746,
HXB2,27,35,0.694,
HXB2,27,35,0.7285,
HXB2,27,35,0.8256,
HXB2,27,35,0.896,
HXB2,27,35,0.9417,
HXB2,27,35,0.9571,
HXB2,27,35,0.9673,
HXB2,27,35,0.97,
HXB2,27,35,0.9719,
HXB2,27,35,0.9731,
HXB2,27,35,0.9736,
HXB2,27,35,0.9742,
HXB2,27,35,0.9723,
HXB2,27,35,0.9689,
HXB2,27,35,0.9617,
HXB2,27,35,0.9505,
HXB2,27,35,0.9324,
HXB2,27,35,0.8381,
HXB2,27,35,0.7867,
HXB2,27,35,0.7063,
HXB2,27,35,0.6297,
HXB2,27,35,0.634,
HXB2,27,35,0.6802,
HXB2,27,35,0.6687,
HXB2,27,35,0.669,
HXB2,27,35,0.6857,
HXB2,27,35,0.6517,
HXB2,27,35,0.6331,
HXB2,27,35,0.6176,
HXB2,27,35,0.6572,
HXB2,27,35,0.7011,
HXB2,27,35,0.7693,
HXB2,27,35,0.8357,
HXB2,27,35,0.8431,
HXB2,27,35,0.8482,
HXB2,27,35,0.8299,
HXB2,27,35,0.8039,
HXB2,27,35,0.791,
HXB2,27,35,0.7567,
HXB2,27,35,0.7419,
HXB2,27,35,0.6881,
HXB2,27,35,0.7134,
HXB2,27,35,0.7306,
HXB2,27,35,0.7532,
HXB2,27,35,0.7556,
HXB2,27,35,0.7355,
HXB2,27,35,0.7384,
HXB2,27,35,0.7278,
HXB2,27,35,0.7017,
HXB2,27,35,0.6637,
HXB2,27,35,0.6223,
HXB2,27,35,0.6606,
HXB2,27,35,0.6942,
HXB2,27,35,0.6934,
HXB2,27,35,0.6786,
HXB2,27,35,0.6465,
HXB2,27,35,0.6448,
HXB2,27,35,0.6181,
HXB2,27,35,0.6373,
HXB2,27,35,0.6611,
HXB2,27,35,0.6896,
HXB2,27,35,0.6609,
HXB2,27,35,0.6084,
HXB3,26,1,0.6205,
HXB3,26,1,0.6052,
HXB3,26,1,0.6538,
HXB3,26,1,0.7617,
HXB3,26,1,0.7903,
HXB3,26,1,0.7943,
HXB3,26,1,0.8184,
HXB3,26,1,0.8467,
HXB3,26,1,0.8722,
HXB3,26,1,0.9053,
HXB3,26,1,0.912,
HXB3,26,1,0.9201,
HXB3,26,1,0.9204,
HXB3,26,1,0.9106,
HXB3,26,1,0.8966,
HXB3,26,1,0.8804,
HXB3,26,1,0.8524,
HXB3,26,1,0.8237,
HXB3,26,1,0.7919,
HXB3,26,1,0.6821,
HXB3,26,1,0.6313,
HXB3,26,1,0.6926,
HXB3,26,1,0.736,
HXB3,26,1,0.7426,
HXB3,26,1,0.7281,
HXB3,26,1,0.6436,
HXB3,26,1,0.6333,
HXB3,26,1,0.6158,
HXB3,26,1,0.6057,
HXB3,26,1,0.6011,
HXB3,26,1,0.663,
HXB3,26,1,0.8097,
HXB3,26,1,0.8404,
HXB3,26,1,0.8794,
HXB3,26,1,0.8937,
HXB3,26,1,0.8952,
HXB3,26,1,0.884,
HXB3,26,1,0.9022,
HXB3,26,1,0.9242,
HXB3,26,1,0.9424,
HXB3,26,1,0.9558,
HXB3,26,1,0.9624,
HXB3,26,1,0.9637,
HXB3,26,1,0.9659,
HXB3,26,1,0.969,
HXB3,26,1,0.9698,
HXB3,26,1,0.9715,
HXB3,26,1,0.9719,
HXB3,26,1,0.9735,
HXB3,26,1,0.9745,
HXB3,26,1,0.9764,
HXB3,26,1,0.9788,
HXB3,26,1,0.9806,
HXB3,26,1,0.9812,
HXB3,26,1,0.9817,
HXB3,26,1,0.9823,
HXB3,26,1,0.9825,
HXB3,26,1,0.9826,
HXB3,26,1,0.9827,
HXB3,26,1,0.9831,
HXB3,26,1,0.9834,
HXB3,26,1,0.9837,
HXB3,26,1,0.9839,
HXB3,26,1,0.9843,
HXB3,26,1,0.9845,
HXB3,26,1,0.9846,
HXB3,26,1,0.9844,
HXB3,26,1,0.9847,
HXB3,26,1,0.9847,
HXB3,26,1,0.9845,
HXB3,26,1,0.9843,
HXB3,26,1,0.9843,
HXB3,26,1,0.9839,
HXB3,26,1,0.9834,
HXB3,26,1,0.9829,
HXB3,26,1,0.9815,
HXB3,26,1,0.9803,
HXB3,26,1,0.9794,
HXB3,26,1,0.9782,
HXB3,26,1,0.9762,
HXB3,26,1,0.9743,
HXB3,26,1,0.9724,
HXB3,26,1,0.9712,
HXB3,26,1,0.97,
HXB3,26,1,0.9691,
HXB3,26,1,0.9662,
HXB3,26,1,0.9613,
HXB3,26,1,0.9518,
HXB3,26,1,0.9395,
HXB3,26,1,0.9245,
HXB3,26,1,0.9041,
HXB3,26,1,0.8854,
HXB3,26,1,0.8597,
